DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
,Gefallen,LA439041_54772.jpg,"Berretz, Gerhard Title Gefallen Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519099,
,Nach der Schlacht,LA439042_54773.jpg,"Berretz, Gerhard Title Nach der Schlacht Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519100,
,Gefallene Gegner,LA439045_54776.jpg,"Berretz, Gerhard Title Gefallene Gegner Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519103,
,Gegnerischer Panzerangriff mit aufgesessenen Soldaten,LA439048_54779.jpg,"Berretz, Gerhard Title Gegnerischer Panzerangriff mit aufgesessenen Soldaten Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519106,
,Graben ausheben,LA439052_54783.jpg,"Berretz, Gerhard Title Graben ausheben Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519110,
,Überall der Tod,LA439061_54792.jpg,"Berretz, Gerhard Title Überall der Tod Datierung 1942 Object type Watercolour Group of reported objects Graphic Material / Technique Watercolour: paper / drawn (watercolour);Height 37.00 cm;Width 29.00 cm;Description;signed: ""Berretz 42"";Read more;Read less;Provenance;Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less;Status;restituted;Published since 02.06.2014;Contact;Please contact the German Lost Art Foundation.",1942,Watercolour: paper / drawn (watercolour),37.00 cm,"Familie Berretz, Köln, Verlust nach 1942 (zur Ausstellung in einem Berliner Museum, von dort nicht zurückerlangt), möglicherweise verbrannt, seit Kriegsende verschollen;Read more;Read less",,restituted,02.06.2014,Please contact the German Lost Art Foundation.,"Berretz, Gerd",https://www.lostart.de/en/Verlust/519119,
2019,Muscleman,LA423299_51606.jpg,"Cigoli, Lodovico;Birth 1559.09.21, Castelvecchio (Empoli);Death 1613.06.08, Rom;Place of activity Florenz",,Bronze,63.00 cm,"Victor Bloch Collection, Vienna, 30.11.1934 offered at Gilhofer & Ranschburg, Lucerne, lot 69, plate 26, not sold there, 18./19.11.38 Auction H. Lange, Berlin, no. 281, [...];2019 amicable settlement with the heirs;Read more;Read less",,amicable settlement,2006,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Bloch, Victor",https://www.lostart.de/en/Verlust/314482,
2022,The Virgin and Child (Madonna and Child),LA440796_58219.jpg,"Orley, Bernaert van (auch zugeschrieben);Birth (um) 1491/1492, Brüssel;Death 1542.01.06, Brüssel;Place of activity Brüssel",1500 /1549,Oil: wood / painted,20.00 cm,"Kunsthandel Thomas Agnew & Sons, London, September 1909, Sammlung Martin Bromberg (und Erben), Hamburg, - 1913 - 1938 -, Kunsthandel F. Kleinberger (Inhaber Allen Loebl), Paris, vor 20.12.1938 -, Sammlung Elwood B. Hosmer, Lucile E. Pillow, 1939, Montreal Museum of Fine Arts, Canada, als Leihgabe von Hosmer-Pillow-Vaughan, - 1969 -, Sammlung C.W. Bok, Auktion Christie's, New York 11.01.1979, Lot 110, Sammlung Main Line Philadelphia Estate, Auktion Sotheby's, New York 11.01.1990, Lot 14;2022 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Christie's: Important Paintings by Old Masters. Auktion vom 11.01.1979. New York 1979. Kat. Nr. 110, Kunstgegenstände im Hause des Herrn Martin Bromberg. Hamburg 1913. Nr. 1, NL - Rijksbureau voor Kunsthistorische Documentatie (RKD), documentation. Kunstwerknummer 47620, Sotheby’s: Old Master Paintings. Including property of the collection of John T. Dorrance, Jr., the estate of Walter P. Chrysler, Jr., the succession of William G. Helis, Jr., the estate … Auktion vom 11.01.1990. New York 1990. Kat. Nr. 14, US - Getty Research Institute, Duveen Brothers Resources. Series II. F. Kleinberger & Co. Inc. Records, 1906-1971. Box 393, Folder 8 (1938), Reel 248, US-NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 90. Records Relating To The Status Of Monuments, Museums, And Archives. Lists Of Art Objects Of National Value. Blatt 8 und 29, H[ermann] V[oss]: Gemälde alter Meister bei Thomas Agnew & Sons in Berlin. In: Der Cicerone. 1(1909), S.549-551, explore.rkd.nl/explore/images/47620;Read more;Read less",20.03.2015,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Bromberg, Dr. Henry und Hertha",https://www.lostart.de/en/Verlust/526715,"Christie's: Important Paintings by Old Masters. Auktion vom 11.01.1979. New York 1979. Kat. Nr. 110, Kunstgegenstände im Hause des Herrn Martin Bromberg. Hamburg 1913. Nr. 1, NL - Rijksbureau voor Kunsthistorische Documentatie (RKD), documentation. Kunstwerknummer 47620, Sotheby’s: Old Master Paintings. Including property of the collection of John T. Dorrance, Jr., the estate of Walter P. Chrysler, Jr., the succession of William G. Helis, Jr., the estate … Auktion vom 11.01.1990. New York 1990. Kat. Nr. 14, US - Getty Research Institute, Duveen Brothers Resources. Series II. F. Kleinberger & Co. Inc. Records, 1906-1971. Box 393, Folder 8 (1938), Reel 248, US-NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 90. Records Relating To The Status Of Monuments, Museums, And Archives. Lists Of Art Objects Of National Value. Blatt 8 und 29, H[ermann] V[oss]: Gemälde alter Meister bei Thomas Agnew & Sons in Berlin. In: Der Cicerone. 1(1909), S.549-551, explore.rkd.nl/explore/images/47620;Read more"
,Pair of vessels in the form of a fish,LA440816_58239.jpg,Unknown (Chinesisch),,Porcelain,,"Collection Martin Bromberg, - 1913 - 1935 (nach) [...] withdrawal by National Socialist persecution can not be ruled out, whereabouts unknown, [...], amicable settlement.;Read more;Read less","Hamburg, nach 1935",amicable settlement,20.03.2015,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Bromberg, Dr. Henry und Hertha",https://www.lostart.de/en/Verlust/526661,
,Male portrait in black coat with fur collar,LA440785_58208.jpg,"Cleve, Cornelis van;Birth 1520.05, Antwerpen;Death 1567? / (nach) 1570.09.12, Antwerpen;Place of activity Antwerpen, England",1520 (um),Oil: wood (oak) / painted,86.50 cm,"Sammlung Prof. Ernst Ewald, - 1905, Sammlung Eduard F. Weber in Galerie Weber, Hamburg, 1909, Auktion Lepke, 20.02-23.02.1912, Lot 99, Sammlung Martin Bromberg (und Erben), Hamburg, 1912 - 1918 - 1937 - 1938 - 20.12.1938 (vor), Kunsthandel M. Kleinberger (Direktor Allan Loebl), Paris vor 20.12.1938 -, Kunsthandel Ludwig Mandl, Wiesbaden [muss heißen: Victor Mandl, Paris], 1939, Kunsthandel Georges Wildenstein, Paris, 1939, Kunsthandel [Yves] Perdoux, Paris, - 22.02.1941, Galerie Dietrich, München, 22.02.1941 - März 1941, gekauft für 18.750 RM (Provision [Paul A.] Jurschewitz), Sonderauftrag Linz, gekauft für 35.000 RM, März 1941 -, CCP München, 15.07.1945 – 03.06.1949, restituiert nach Frankreich, Musées Nationaux Récupération, 03.06.1949 -, Musée des Beaux-Arts, Chambéry, Frankreich;Read more;Read less",,restituted,20.03.2015,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Bromberg, Dr. Henry und Hertha",https://www.lostart.de/en/Verlust/526702,
2018,Triptych,LA444942_62409.jpg,"Patinir, Joachim;Birth 1475/1480 (um), Bouvignes? / Dinant?;Death 1524.10.05, Antwerpen",1520 (um),painted,,"Collection Richard von Kaufmann, Berlin, Auction Paul Cassirer, Hugo Helbing, Berlin, December 4, 1917, Lot 93, Kunsthandel J. & S. Goldschmidt, Frankfurt a.M. 04.12.1917, Collection Henry Bromberg, Hamburg [1935 um], Kunsthandel Hans Wendland together with Kunsthandel F. Kleinberger (Allen Loebl), Paris before 20.12.1938, Kunsthandel Theo Hermsen, Paris, Kunsthandel Dorotheum, Vienna, 06.06.1944, No. 217518-5, Hermann Voss for special order Linz, CCP Munich, July 18, 1945 - June 3, 1949, Restitution France, June 3, 1949, Musée du Louvre, Paris (translated from the Office des Biens et Intérêts Privés) 1950, Depot Algiers, 1952 - 1961, Musée Crozatier du Puy, 10.01.1966, 2018 restitution;Read more;Read less",,restituted,19.04.2017,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Bromberg, Dr. Henry und Hertha",https://www.lostart.de/en/Verlust/567247,
2023,Deep platter or round bowl,,"Kaendler, Johann Joachim;Birth 1706.06.15, Fischbach (Arnsdorf);Death 1775.05.18, Meißen;Place of activity Dresden, Meißen",1738-39,Ceramics (porcelain);Overglaze enamels / Enamel painting;gilded,4.80 cm,"Heinrich Count Brühl (1700-1763), in the possession of the descendants of Pförten Palace, a provenance in the Pförten Swan Service holdings, looted in 1945, cannot be ruled out, [...], Private collection Hamburg, acquired by Kunsthandel Steinbeck, Aachen. Settlement achieved May 15, 2023. Van Ham Auction House May 17, 2023, Lot 1054.;Read more;Read less",,"amicable settlement;Literature / Source;Pietsch, Ulrich (Hrsg): Schwanenservice – Meissener Porzellan für Heinrich Graf von Brühl, Ausst. Kat. Staatliche Kunstsammlungen Dresden, Porzellansammlung im Zwinger 6. Mai bis 13. August 2000, Dresden 2000. Zu dem Modell der vorliegenden Schüssel vgl. S.158, Kat.-Nr.27.;Referenzabbildung | illustration cf.: Externer Link;Read more;Read less",11.05.2023,Friedrich von Brühl Phone +41 78 875 5293 friedrich.bruehl@grunbuhel.com,"Brühl, Friedrich Joseph Graf von",https://www.lostart.de/en/Verlust/613707,"Pietsch, Ulrich (Hrsg): Schwanenservice – Meissener Porzellan für Heinrich Graf von Brühl, Ausst. Kat. Staatliche Kunstsammlungen Dresden, Porzellansammlung im Zwinger 6. Mai bis 13. August 2000, Dresden 2000. Zu dem Modell der vorliegenden Schüssel vgl. S.158, Kat.-Nr.27.;Referenzabbildung | illustration cf.: Externer Link;Read more"
2023,Large plate from the Swan Service for Heinrich von Brühl,,"Kaendler, Johann Joachim;Birth 1706.06.15, Fischbach (Arnsdorf);Death 1775.05.18, Meißen;Place of activity Dresden, Meißen",1738-39,Ceramics (Porcelain);Overglaze enamels / painted polychrome;gilded,,"Heinrich, count von Brühl (1700-1763), in the possession of the descendants, Pförten Castle, an affiliation with the Pförten Swan Service holdings, looted in 1945, cannot be ruled out, [...], Armand Wittekind, Geneva, Rosenberg & Stiebel, New York, 1956, Saemy Rosenberg until 1970, Sotheby's New York, 8 Nov. 1985, lot 109, Collection Dr. Julius and Joan Jacobson, Christie's, New York, 1. November 2023.. Amicable agreement.;Read more;Read less",,"amicable settlement;Literature / Source;Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff., Ulrich Pietsch, Schwanenservice - Meissener Porzellan für Heinrich Graf von Brühl, Leipzig, 2000.;Externer Link;Read more;Read less",08.08.2023,Friedrich von Brühl Phone +41 78 875 5293 friedrich.bruehl@grunbuhel.com,"Brühl, Friedrich Joseph Graf von",https://www.lostart.de/en/Verlust/614452,"Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff., Ulrich Pietsch, Schwanenservice - Meissener Porzellan für Heinrich Graf von Brühl, Leipzig, 2000.;Externer Link;Read more"
2021,Large plate from the Swan Service,,"Kaendler, Johann Joachim;Birth 1706.06.15, Fischbach (Arnsdorf);Death 1775.05.18, Meißen;Place of activity Dresden, Meißen",1738-1739,Ceramics (Porcelain),,"Heinrich, count von Brühl (1700-1763), Pförten Castle and owned by heirs until the end of World War II, purchased from Antique Porcelain Co, Ltd, 149 New Bond Street, London, Monheim collection, Aachen, by heritage into present private property, Switzerland, March 25, 2021 Koller Auctions Zurich, A 196, lot 1047;2021 restitution;Read more;Read less",,"restituted;Literature / Source;Literatur | Literature;Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more;Read less",01.04.2021,Friedrich von Brühl Phone +41 78 875 5293 friedrich.bruehl@grunbuhel.com,"Brühl, Friedrich Joseph Graf von",https://www.lostart.de/en/Verlust/595623,"Literatur | Literature;Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more"
2021,Plate from the Swan Service,,"Kaendler, Johann Joachim;Birth 1706.06.15, Fischbach (Arnsdorf);Death 1775.05.18, Meißen;Place of activity Dresden, Meißen",1738-39,Ceramics (Porcelain),,"Heinrich Graf von Brühl (1700-1763), Pförten Castle and owned by heirs until the end of World War II, purchased from Antique Porcelain Co, Ltd, 149 New Bond Street, London, Monheim collection, Aachen, by heritage into present private property, Switzerland, March 25, 2021 Koller Auctions Zurich, A 196, lot 1048;2021 restitution;Read more;Read less",,"restituted;Literature / Source;Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more;Read less",01.04.2021,Friedrich von Brühl Phone +41 78 875 5293 friedrich.bruehl@grunbuhel.com,"Brühl, Friedrich Joseph Graf von",https://www.lostart.de/en/Verlust/595624,"Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more"
2022,Plate from the Swan Service for Heinrich von Brühl,,"Kaendler, Johann Joachim;Birth 1706.06.15, Fischbach (Arnsdorf);Death 1775.05.18, Meißen;Place of activity Dresden, Meißen",1738 (um),Ceramics (Porcelain),,"Heinrich, count von Brühl (1700-1763), Pförten Castle and owned by his descendants until the end of the Second World War, [...], offered at Antiquitäten Metz on 08. October 2022, lot 178.;Read more;Read less",,"restituted;Literature / Source;Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more;Read less",04.10.2022,Friedrich von Brühl Phone +41 78 875 5293 friedrich.bruehl@grunbuhel.com,"Brühl, Friedrich Joseph Graf von",https://www.lostart.de/en/Verlust/602001,"Christine von Brühl: Schwäne in Weiß und Gold, Geschichte einer Familie, München 2021, S. 250 ff.;Read more"
